Unnamed: 0,trigger_products,recommended_products,confidence,lift,cluster,trigger_products_str,recommended_products_str
2639,"['SET OF 60 I LOVE LONDON CAKE CASES', 'SET OF 3 WOODEN SLEIGH DECORATIONS']",['RIBBON REEL CHRISTMAS SOCK BAUBLE'],1.0,13.58333333333333,Stationery & Decorative,"SET OF 60 I LOVE LONDON CAKE CASES, SET OF 3 WOODEN SLEIGH DECORATIONS",RIBBON REEL CHRISTMAS SOCK BAUBLE
2640,['REINDEER HEART DECORATION SILVER'],"['ROTATING LEAVES T-LIGHT HOLDER', 'GREEN REGENCY TEACUP AND SAUCER']",1.0,13.58333333333333,Stationery & Decorative,REINDEER HEART DECORATION SILVER,"ROTATING LEAVES T-LIGHT HOLDER, GREEN REGENCY TEACUP AND SAUCER"
2641,"['REINDEER HEART DECORATION SILVER', 'GREEN REGENCY TEACUP AND SAUCER']",['RIBBON REEL CHRISTMAS SOCK BAUBLE'],1.0,13.58333333333333,Stationery & Decorative,"REINDEER HEART DECORATION SILVER, GREEN REGENCY TEACUP AND SAUCER",RIBBON REEL CHRISTMAS SOCK BAUBLE
2642,['HOME SWEET HOME MUG'],"['MAN FLU METAL SIGN', 'GARDENERS KNEELING PAD KEEP CALM']",1.0,13.58333333333333,Stationery & Decorative,HOME SWEET HOME MUG,"MAN FLU METAL SIGN, GARDENERS KNEELING PAD KEEP CALM"
2643,['RIBBON REEL CHRISTMAS SOCK BAUBLE'],"['REINDEER HEART DECORATION SILVER', 'DOTCOM POSTAGE']",0.8333333333333333,13.58333333333333,Stationery & Decorative,RIBBON REEL CHRISTMAS SOCK BAUBLE,"REINDEER HEART DECORATION SILVER, DOTCOM POSTAGE"
2644,"['RETROSPOT TEA SET CERAMIC 11 PC', 'RECIPE BOX PANTRY YELLOW DESIGN']",['ROTATING SILVER ANGELS T-LIGHT HLDR'],1.0,13.58333333333333,Stationery & Decorative,"RETROSPOT TEA SET CERAMIC 11 PC, RECIPE BOX PANTRY YELLOW DESIGN",ROTATING SILVER ANGELS T-LIGHT HLDR
2645,['ROTATING SILVER ANGELS T-LIGHT HLDR'],"['RETROSPOT TEA SET CERAMIC 11 PC', 'RECIPE BOX PANTRY YELLOW DESIGN']",0.8333333333333333,13.58333333333333,Stationery & Decorative,ROTATING SILVER ANGELS T-LIGHT HLDR,"RETROSPOT TEA SET CERAMIC 11 PC, RECIPE BOX PANTRY YELLOW DESIGN"
2646,"['WOODEN BOX OF DOMINOES', 'SET OF 3 NOTEBOOKS IN PARCEL']",['RIBBON REEL CHRISTMAS SOCK BAUBLE'],1.0,13.58333333333333,Stationery & Decorative,"WOODEN BOX OF DOMINOES, SET OF 3 NOTEBOOKS IN PARCEL",RIBBON REEL CHRISTMAS SOCK BAUBLE
2647,"['VICTORIAN GLASS HANGING T-LIGHT', 'SET OF 3 NOTEBOOKS IN PARCEL']",['RIBBON REEL CHRISTMAS SOCK BAUBLE'],1.0,13.58333333333333,Stationery & Decorative,"VICTORIAN GLASS HANGING T-LIGHT, SET OF 3 NOTEBOOKS IN PARCEL",RIBBON REEL CHRISTMAS SOCK BAUBLE
2648,['SET OF 6 T-LIGHTS SANTA'],"['PIZZA PLATE IN BOX', 'SET OF 3 NOTEBOOKS IN PARCEL']",0.9090909090909091,13.47107438016529,Stationery & Decorative,SET OF 6 T-LIGHTS SANTA,"PIZZA PLATE IN BOX, SET OF 3 NOTEBOOKS IN PARCEL"
2649,"['JAM MAKING SET PRINTED', 'LIPSTICK PEN FUSCHIA']",['SET OF 6 T-LIGHTS SANTA'],0.9090909090909091,13.47107438016529,Stationery & Decorative,"JAM MAKING SET PRINTED, LIPSTICK PEN FUSCHIA",SET OF 6 T-LIGHTS SANTA
2650,['SET OF 6 T-LIGHTS SNOWMEN'],"['PINK CREAM FELT CRAFT TRINKET BOX', 'ROTATING SILVER ANGELS T-LIGHT HLDR']",0.9090909090909091,13.47107438016529,Stationery & Decorative,SET OF 6 T-LIGHTS SNOWMEN,"PINK CREAM FELT CRAFT TRINKET BOX, ROTATING SILVER ANGELS T-LIGHT HLDR"
2651,['CHRISTMAS GINGHAM TREE'],"['JAM MAKING SET PRINTED', 'ROTATING SILVER ANGELS T-LIGHT HLDR']",0.9090909090909091,13.47107438016529,Stationery & Decorative,CHRISTMAS GINGHAM TREE,"JAM MAKING SET PRINTED, ROTATING SILVER ANGELS T-LIGHT HLDR"
2652,"['PINK CREAM FELT CRAFT TRINKET BOX', 'ROTATING SILVER ANGELS T-LIGHT HLDR']",['SET OF 6 T-LIGHTS SANTA'],0.9090909090909091,13.47107438016529,Stationery & Decorative,"PINK CREAM FELT CRAFT TRINKET BOX, ROTATING SILVER ANGELS T-LIGHT HLDR",SET OF 6 T-LIGHTS SANTA
2653,['SET OF 6 T-LIGHTS SANTA'],"['SET OF 60 I LOVE LONDON CAKE CASES', 'SET OF 3 WOODEN HEART DECORATIONS']",0.9090909090909091,13.47107438016529,Stationery & Decorative,SET OF 6 T-LIGHTS SANTA,"SET OF 60 I LOVE LONDON CAKE CASES, SET OF 3 WOODEN HEART DECORATIONS"
2654,['SET OF 6 T-LIGHTS SANTA'],"[""PAPER CHAIN KIT 50'S CHRISTMAS"", 'RECIPE BOX PANTRY YELLOW DESIGN']",0.9090909090909091,13.47107438016529,Stationery & Decorative,SET OF 6 T-LIGHTS SANTA,"PAPER CHAIN KIT 50'S CHRISTMAS, RECIPE BOX PANTRY YELLOW DESIGN"
2655,"[""PAPER CHAIN KIT 50'S CHRISTMAS"", 'RECIPE BOX PANTRY YELLOW DESIGN']",['SET OF 6 T-LIGHTS SNOWMEN'],0.9090909090909091,13.47107438016529,Stationery & Decorative,"PAPER CHAIN KIT 50'S CHRISTMAS, RECIPE BOX PANTRY YELLOW DESIGN",SET OF 6 T-LIGHTS SNOWMEN
2656,"['PIZZA PLATE IN BOX', 'SET OF 3 NOTEBOOKS IN PARCEL']",['SET OF 6 T-LIGHTS SANTA'],0.9090909090909091,13.47107438016529,Stationery & Decorative,"PIZZA PLATE IN BOX, SET OF 3 NOTEBOOKS IN PARCEL",SET OF 6 T-LIGHTS SANTA
2657,"['PIZZA PLATE IN BOX', 'SET OF 3 NOTEBOOKS IN PARCEL']",['SET OF 6 T-LIGHTS SNOWMEN'],0.9090909090909091,13.47107438016529,Stationery & Decorative,"PIZZA PLATE IN BOX, SET OF 3 NOTEBOOKS IN PARCEL",SET OF 6 T-LIGHTS SNOWMEN
2658,['CHRISTMAS GINGHAM TREE'],"['SET/4 RED MINI ROSE CANDLE IN BOWL', ""PAPER CHAIN KIT 50'S CHRISTMAS""]",0.9090909090909091,13.47107438016529,Stationery & Decorative,CHRISTMAS GINGHAM TREE,"SET/4 RED MINI ROSE CANDLE IN BOWL, PAPER CHAIN KIT 50'S CHRISTMAS"
2659,"['JAM MAKING SET PRINTED', 'ROTATING SILVER ANGELS T-LIGHT HLDR']",['CHRISTMAS GINGHAM TREE'],0.9090909090909091,13.47107438016529,Stationery & Decorative,"JAM MAKING SET PRINTED, ROTATING SILVER ANGELS T-LIGHT HLDR",CHRISTMAS GINGHAM TREE
2660,['SET OF 6 T-LIGHTS SANTA'],"['PINK CREAM FELT CRAFT TRINKET BOX', 'ROTATING SILVER ANGELS T-LIGHT HLDR']",0.9090909090909091,13.47107438016529,Stationery & Decorative,SET OF 6 T-LIGHTS SANTA,"PINK CREAM FELT CRAFT TRINKET BOX, ROTATING SILVER ANGELS T-LIGHT HLDR"
2661,['SET OF 6 T-LIGHTS SNOWMEN'],"['PINK CREAM FELT CRAFT TRINKET BOX', 'SET OF 2 CHRISTMAS DECOUPAGE CANDLE']",0.9090909090909091,13.47107438016529,Stationery & Decorative,SET OF 6 T-LIGHTS SNOWMEN,"PINK CREAM FELT CRAFT TRINKET BOX, SET OF 2 CHRISTMAS DECOUPAGE CANDLE"
2662,['SET OF 6 T-LIGHTS SNOWMEN'],"['RED  HARMONICA IN BOX', 'ROTATING SILVER ANGELS T-LIGHT HLDR']",0.9090909090909091,13.47107438016529,Stationery & Decorative,SET OF 6 T-LIGHTS SNOWMEN,"RED  HARMONICA IN BOX, ROTATING SILVER ANGELS T-LIGHT HLDR"
2663,['SET OF 6 T-LIGHTS SNOWMEN'],"['ROTATING LEAVES T-LIGHT HOLDER', 'TRADITIONAL KNITTING NANCY']",0.9090909090909091,13.47107438016529,Stationery & Decorative,SET OF 6 T-LIGHTS SNOWMEN,"ROTATING LEAVES T-LIGHT HOLDER, TRADITIONAL KNITTING NANCY"
2664,['CHRISTMAS GINGHAM TREE'],"['ROTATING SILVER ANGELS T-LIGHT HLDR', ""PAPER CHAIN KIT 50'S CHRISTMAS""]",0.9090909090909091,13.47107438016529,Stationery & Decorative,CHRISTMAS GINGHAM TREE,"ROTATING SILVER ANGELS T-LIGHT HLDR, PAPER CHAIN KIT 50'S CHRISTMAS"
2665,['SET OF 6 T-LIGHTS SANTA'],"['ROTATING SILVER ANGELS T-LIGHT HLDR', ""PAPER CHAIN KIT 50'S CHRISTMAS""]",0.9090909090909091,13.47107438016529,Stationery & Decorative,SET OF 6 T-LIGHTS SANTA,"ROTATING SILVER ANGELS T-LIGHT HLDR, PAPER CHAIN KIT 50'S CHRISTMAS"
2666,"['ROTATING SILVER ANGELS T-LIGHT HLDR', ""PAPER CHAIN KIT 50'S CHRISTMAS""]",['SET OF 6 T-LIGHTS SNOWMEN'],0.9090909090909091,13.47107438016529,Stationery & Decorative,"ROTATING SILVER ANGELS T-LIGHT HLDR, PAPER CHAIN KIT 50'S CHRISTMAS",SET OF 6 T-LIGHTS SNOWMEN
2667,['SET OF 6 T-LIGHTS SNOWMEN'],"['ROTATING SILVER ANGELS T-LIGHT HLDR', ""PAPER CHAIN KIT 50'S CHRISTMAS""]",0.9090909090909091,13.47107438016529,Stationery & Decorative,SET OF 6 T-LIGHTS SNOWMEN,"ROTATING SILVER ANGELS T-LIGHT HLDR, PAPER CHAIN KIT 50'S CHRISTMAS"
2668,['SET OF 6 T-LIGHTS SANTA'],"['RIBBON REEL CHRISTMAS SOCK BAUBLE', ""PAPER CHAIN KIT 50'S CHRISTMAS""]",0.9090909090909091,13.47107438016529,Stationery & Decorative,SET OF 6 T-LIGHTS SANTA,"RIBBON REEL CHRISTMAS SOCK BAUBLE, PAPER CHAIN KIT 50'S CHRISTMAS"
2669,"['RIBBON REEL CHRISTMAS SOCK BAUBLE', ""PAPER CHAIN KIT 50'S CHRISTMAS""]",['SET OF 6 T-LIGHTS SNOWMEN'],0.9090909090909091,13.47107438016529,Stationery & Decorative,"RIBBON REEL CHRISTMAS SOCK BAUBLE, PAPER CHAIN KIT 50'S CHRISTMAS",SET OF 6 T-LIGHTS SNOWMEN
2670,"['LIPSTICK PEN FUSCHIA', 'SET OF 3 WOODEN HEART DECORATIONS']",['SET OF 6 T-LIGHTS SNOWMEN'],0.9090909090909091,13.47107438016529,Stationery & Decorative,"LIPSTICK PEN FUSCHIA, SET OF 3 WOODEN HEART DECORATIONS",SET OF 6 T-LIGHTS SNOWMEN
2671,['SET OF 6 T-LIGHTS SNOWMEN'],"['RIBBON REEL CHRISTMAS SOCK BAUBLE', 'GREEN REGENCY TEACUP AND SAUCER']",0.9090909090909091,13.47107438016529,Stationery & Decorative,SET OF 6 T-LIGHTS SNOWMEN,"RIBBON REEL CHRISTMAS SOCK BAUBLE, GREEN REGENCY TEACUP AND SAUCER"
2672,"['BOX OF 24 COCKTAIL PARASOLS', 'TRADITIONAL KNITTING NANCY']",['SET OF 6 T-LIGHTS SNOWMEN'],0.9090909090909091,13.47107438016529,Stationery & Decorative,"BOX OF 24 COCKTAIL PARASOLS, TRADITIONAL KNITTING NANCY",SET OF 6 T-LIGHTS SNOWMEN
2673,['SET OF 6 T-LIGHTS SANTA'],"['STAR WOODEN CHRISTMAS DECORATION', 'LIPSTICK PEN RED']",0.9090909090909091,13.47107438016529,Stationery & Decorative,SET OF 6 T-LIGHTS SANTA,"STAR WOODEN CHRISTMAS DECORATION, LIPSTICK PEN RED"
2674,"['SWEETHEART CERAMIC TRINKET BOX', 'LIPSTICK PEN RED']",['SET OF 6 T-LIGHTS SANTA'],0.9090909090909091,13.47107438016529,Stationery & Decorative,"SWEETHEART CERAMIC TRINKET BOX, LIPSTICK PEN RED",SET OF 6 T-LIGHTS SANTA
2675,['SET OF 6 T-LIGHTS SANTA'],"['SWEETHEART CERAMIC TRINKET BOX', 'LIPSTICK PEN RED']",0.9090909090909091,13.47107438016529,Stationery & Decorative,SET OF 6 T-LIGHTS SANTA,"SWEETHEART CERAMIC TRINKET BOX, LIPSTICK PEN RED"
2676,['SET OF 6 T-LIGHTS SANTA'],"['VICTORIAN GLASS HANGING T-LIGHT', 'LIPSTICK PEN RED']",0.9090909090909091,13.47107438016529,Stationery & Decorative,SET OF 6 T-LIGHTS SANTA,"VICTORIAN GLASS HANGING T-LIGHT, LIPSTICK PEN RED"
2677,"['WOODEN BOX OF DOMINOES', 'LIPSTICK PEN RED']",['SET OF 6 T-LIGHTS SANTA'],0.9090909090909091,13.47107438016529,Stationery & Decorative,"WOODEN BOX OF DOMINOES, LIPSTICK PEN RED",SET OF 6 T-LIGHTS SANTA
2678,"['PINK CREAM FELT CRAFT TRINKET BOX', 'SET OF 2 CHRISTMAS DECOUPAGE CANDLE']",['SET OF 6 T-LIGHTS SANTA'],0.9090909090909091,13.47107438016529,Stationery & Decorative,"PINK CREAM FELT CRAFT TRINKET BOX, SET OF 2 CHRISTMAS DECOUPAGE CANDLE",SET OF 6 T-LIGHTS SANTA
2679,"['PINK CREAM FELT CRAFT TRINKET BOX', 'ROTATING SILVER ANGELS T-LIGHT HLDR']",['CHRISTMAS GINGHAM TREE'],0.9090909090909091,13.47107438016529,Stationery & Decorative,"PINK CREAM FELT CRAFT TRINKET BOX, ROTATING SILVER ANGELS T-LIGHT HLDR",CHRISTMAS GINGHAM TREE
2680,['SET OF 6 T-LIGHTS SNOWMEN'],"['LIPSTICK PEN FUSCHIA', 'SET OF 3 NOTEBOOKS IN PARCEL']",0.9090909090909091,13.47107438016529,Stationery & Decorative,SET OF 6 T-LIGHTS SNOWMEN,"LIPSTICK PEN FUSCHIA, SET OF 3 NOTEBOOKS IN PARCEL"
2681,['SET OF 6 T-LIGHTS SNOWMEN'],"['SET OF 3 WOODEN TREE DECORATIONS', 'FEATHER PEN,HOT PINK']",0.9090909090909091,13.47107438016529,Stationery & Decorative,SET OF 6 T-LIGHTS SNOWMEN,"SET OF 3 WOODEN TREE DECORATIONS, FEATHER PEN,HOT PINK"
2682,"['6 RIBBONS SHIMMERING PINKS', 'MODERN FLORAL STATIONERY SET']",['SET OF 6 T-LIGHTS SNOWMEN'],0.9090909090909091,13.47107438016529,Stationery & Decorative,"6 RIBBONS SHIMMERING PINKS, MODERN FLORAL STATIONERY SET",SET OF 6 T-LIGHTS SNOWMEN
2683,"['VICTORIAN GLASS HANGING T-LIGHT', 'RETROSPOT TEA SET CERAMIC 11 PC']",['SET OF 6 T-LIGHTS SNOWMEN'],0.9090909090909091,13.47107438016529,Stationery & Decorative,"VICTORIAN GLASS HANGING T-LIGHT, RETROSPOT TEA SET CERAMIC 11 PC",SET OF 6 T-LIGHTS SNOWMEN
2684,['SET OF 6 T-LIGHTS SANTA'],['SET OF 3 WOODEN TREE DECORATIONS'],0.9090909090909091,13.47107438016529,Stationery & Decorative,SET OF 6 T-LIGHTS SANTA,SET OF 3 WOODEN TREE DECORATIONS
2685,['SET OF 3 WOODEN TREE DECORATIONS'],['SET OF 6 T-LIGHTS SNOWMEN'],0.9090909090909091,13.47107438016529,Stationery & Decorative,SET OF 3 WOODEN TREE DECORATIONS,SET OF 6 T-LIGHTS SNOWMEN
2686,['SET OF 6 T-LIGHTS SNOWMEN'],['SET OF 3 WOODEN TREE DECORATIONS'],0.9090909090909091,13.47107438016529,Stationery & Decorative,SET OF 6 T-LIGHTS SNOWMEN,SET OF 3 WOODEN TREE DECORATIONS
2687,"['GARDENERS KNEELING PAD KEEP CALM', 'SET OF 6 T-LIGHTS SANTA']",['SET OF 3 WOODEN TREE DECORATIONS'],0.9090909090909091,13.47107438016529,Stationery & Decorative,"GARDENERS KNEELING PAD KEEP CALM, SET OF 6 T-LIGHTS SANTA",SET OF 3 WOODEN TREE DECORATIONS
2688,"['ROTATING LEAVES T-LIGHT HOLDER', 'RETROSPOT TEA SET CERAMIC 11 PC']",['SET OF 6 T-LIGHTS SANTA'],0.9090909090909091,13.47107438016529,Stationery & Decorative,"ROTATING LEAVES T-LIGHT HOLDER, RETROSPOT TEA SET CERAMIC 11 PC",SET OF 6 T-LIGHTS SANTA
2689,"['ROTATING LEAVES T-LIGHT HOLDER', 'TRADITIONAL KNITTING NANCY']",['SET OF 6 T-LIGHTS SNOWMEN'],0.9090909090909091,13.47107438016529,Stationery & Decorative,"ROTATING LEAVES T-LIGHT HOLDER, TRADITIONAL KNITTING NANCY",SET OF 6 T-LIGHTS SNOWMEN
2690,['SET OF 6 T-LIGHTS SNOWMEN'],"['RIBBON REEL CHRISTMAS SOCK BAUBLE', ""PAPER CHAIN KIT 50'S CHRISTMAS""]",0.9090909090909091,13.47107438016529,Stationery & Decorative,SET OF 6 T-LIGHTS SNOWMEN,"RIBBON REEL CHRISTMAS SOCK BAUBLE, PAPER CHAIN KIT 50'S CHRISTMAS"
2691,"['LIPSTICK PEN FUSCHIA', 'SET OF 3 WOODEN HEART DECORATIONS']",['SET OF 6 T-LIGHTS SANTA'],0.9090909090909091,13.47107438016529,Stationery & Decorative,"LIPSTICK PEN FUSCHIA, SET OF 3 WOODEN HEART DECORATIONS",SET OF 6 T-LIGHTS SANTA
2692,['SET OF 6 T-LIGHTS SANTA'],"['LIPSTICK PEN FUSCHIA', 'SET OF 3 WOODEN HEART DECORATIONS']",0.9090909090909091,13.47107438016529,Stationery & Decorative,SET OF 6 T-LIGHTS SANTA,"LIPSTICK PEN FUSCHIA, SET OF 3 WOODEN HEART DECORATIONS"
2693,['SET OF 6 T-LIGHTS SNOWMEN'],"['LIPSTICK PEN FUSCHIA', 'SET OF 3 WOODEN HEART DECORATIONS']",0.9090909090909091,13.47107438016529,Stationery & Decorative,SET OF 6 T-LIGHTS SNOWMEN,"LIPSTICK PEN FUSCHIA, SET OF 3 WOODEN HEART DECORATIONS"
2694,"['RIBBON REEL CHRISTMAS SOCK BAUBLE', ""PAPER CHAIN KIT 50'S CHRISTMAS""]",['SET OF 6 T-LIGHTS SANTA'],0.9090909090909091,13.47107438016529,Stationery & Decorative,"RIBBON REEL CHRISTMAS SOCK BAUBLE, PAPER CHAIN KIT 50'S CHRISTMAS",SET OF 6 T-LIGHTS SANTA
2695,"['SWEETHEART CERAMIC TRINKET BOX', 'SET OF 3 WOODEN HEART DECORATIONS']",['SET OF 6 T-LIGHTS SNOWMEN'],0.9090909090909091,13.47107438016529,Stationery & Decorative,"SWEETHEART CERAMIC TRINKET BOX, SET OF 3 WOODEN HEART DECORATIONS",SET OF 6 T-LIGHTS SNOWMEN
2696,"['SET OF 2 CHRISTMAS DECOUPAGE CANDLE', 'LIPSTICK PEN RED']",['SET OF 6 T-LIGHTS SANTA'],0.9090909090909091,13.47107438016529,Stationery & Decorative,"SET OF 2 CHRISTMAS DECOUPAGE CANDLE, LIPSTICK PEN RED",SET OF 6 T-LIGHTS SANTA
2697,['SET OF 6 T-LIGHTS SANTA'],"['ROTATING LEAVES T-LIGHT HOLDER', 'RETROSPOT TEA SET CERAMIC 11 PC']",0.9090909090909091,13.47107438016529,Stationery & Decorative,SET OF 6 T-LIGHTS SANTA,"ROTATING LEAVES T-LIGHT HOLDER, RETROSPOT TEA SET CERAMIC 11 PC"
2698,"['LIPSTICK PEN FUSCHIA', 'SET OF 3 NOTEBOOKS IN PARCEL']",['SET OF 6 T-LIGHTS SNOWMEN'],0.9090909090909091,13.47107438016529,Stationery & Decorative,"LIPSTICK PEN FUSCHIA, SET OF 3 NOTEBOOKS IN PARCEL",SET OF 6 T-LIGHTS SNOWMEN
2699,"['WOODEN BOX OF DOMINOES', 'SET OF 3 WOODEN HEART DECORATIONS']",['SET OF 6 T-LIGHTS SANTA'],0.9090909090909091,13.47107438016529,Stationery & Decorative,"WOODEN BOX OF DOMINOES, SET OF 3 WOODEN HEART DECORATIONS",SET OF 6 T-LIGHTS SANTA
2700,"['SET OF 60 I LOVE LONDON CAKE CASES', 'SET OF 3 WOODEN HEART DECORATIONS']",['SET OF 6 T-LIGHTS SNOWMEN'],0.9090909090909091,13.47107438016529,Stationery & Decorative,"SET OF 60 I LOVE LONDON CAKE CASES, SET OF 3 WOODEN HEART DECORATIONS",SET OF 6 T-LIGHTS SNOWMEN
2701,"['SWEETHEART CERAMIC TRINKET BOX', 'SET OF 3 WOODEN HEART DECORATIONS']",['SET OF 6 T-LIGHTS SANTA'],0.9090909090909091,13.47107438016529,Stationery & Decorative,"SWEETHEART CERAMIC TRINKET BOX, SET OF 3 WOODEN HEART DECORATIONS",SET OF 6 T-LIGHTS SANTA
2702,['SET OF 6 T-LIGHTS SANTA'],"['WOODEN BOX OF DOMINOES', 'SET OF 3 WOODEN HEART DECORATIONS']",0.9090909090909091,13.47107438016529,Stationery & Decorative,SET OF 6 T-LIGHTS SANTA,"WOODEN BOX OF DOMINOES, SET OF 3 WOODEN HEART DECORATIONS"
2703,"['ROTATING LEAVES T-LIGHT HOLDER', 'RETROSPOT TEA SET CERAMIC 11 PC']",['SET OF 6 T-LIGHTS SNOWMEN'],0.9090909090909091,13.47107438016529,Stationery & Decorative,"ROTATING LEAVES T-LIGHT HOLDER, RETROSPOT TEA SET CERAMIC 11 PC",SET OF 6 T-LIGHTS SNOWMEN
2704,"['PINK CREAM FELT CRAFT TRINKET BOX', 'SET OF 2 CHRISTMAS DECOUPAGE CANDLE']",['SET OF 6 T-LIGHTS SNOWMEN'],0.9090909090909091,13.47107438016529,Stationery & Decorative,"PINK CREAM FELT CRAFT TRINKET BOX, SET OF 2 CHRISTMAS DECOUPAGE CANDLE",SET OF 6 T-LIGHTS SNOWMEN
2705,"['SET OF 60 I LOVE LONDON CAKE CASES', 'RETROSPOT TEA SET CERAMIC 11 PC']",['SET OF 6 T-LIGHTS SNOWMEN'],0.9090909090909091,13.47107438016529,Stationery & Decorative,"SET OF 60 I LOVE LONDON CAKE CASES, RETROSPOT TEA SET CERAMIC 11 PC",SET OF 6 T-LIGHTS SNOWMEN
2706,['SET OF 6 T-LIGHTS SNOWMEN'],"['STAR WOODEN CHRISTMAS DECORATION', 'ROTATING LEAVES T-LIGHT HOLDER']",0.9090909090909091,13.47107438016529,Stationery & Decorative,SET OF 6 T-LIGHTS SNOWMEN,"STAR WOODEN CHRISTMAS DECORATION, ROTATING LEAVES T-LIGHT HOLDER"
2707,['SET OF 6 T-LIGHTS SANTA'],"['RED  HARMONICA IN BOX', 'ROTATING SILVER ANGELS T-LIGHT HLDR']",0.9090909090909091,13.47107438016529,Stationery & Decorative,SET OF 6 T-LIGHTS SANTA,"RED  HARMONICA IN BOX, ROTATING SILVER ANGELS T-LIGHT HLDR"
2708,"['RED  HARMONICA IN BOX', 'ROTATING SILVER ANGELS T-LIGHT HLDR']",['SET OF 6 T-LIGHTS SNOWMEN'],0.9090909090909091,13.47107438016529,Stationery & Decorative,"RED  HARMONICA IN BOX, ROTATING SILVER ANGELS T-LIGHT HLDR",SET OF 6 T-LIGHTS SNOWMEN
2709,['SET OF 6 T-LIGHTS SANTA'],"['SET OF 2 CHRISTMAS DECOUPAGE CANDLE', 'LIPSTICK PEN RED']",0.9090909090909091,13.47107438016529,Stationery & Decorative,SET OF 6 T-LIGHTS SANTA,"SET OF 2 CHRISTMAS DECOUPAGE CANDLE, LIPSTICK PEN RED"
2710,"['SET OF 2 CHRISTMAS DECOUPAGE CANDLE', 'LIPSTICK PEN RED']",['SET OF 6 T-LIGHTS SNOWMEN'],0.9090909090909091,13.47107438016529,Stationery & Decorative,"SET OF 2 CHRISTMAS DECOUPAGE CANDLE, LIPSTICK PEN RED",SET OF 6 T-LIGHTS SNOWMEN
2711,['SET OF 6 T-LIGHTS SNOWMEN'],"['SET OF 2 CHRISTMAS DECOUPAGE CANDLE', 'LIPSTICK PEN RED']",0.9090909090909091,13.47107438016529,Stationery & Decorative,SET OF 6 T-LIGHTS SNOWMEN,"SET OF 2 CHRISTMAS DECOUPAGE CANDLE, LIPSTICK PEN RED"
2712,['SET OF 6 T-LIGHTS SANTA'],"['SET OF 2 CHRISTMAS DECOUPAGE CANDLE', 'MODERN FLORAL STATIONERY SET']",0.9090909090909091,13.47107438016529,Stationery & Decorative,SET OF 6 T-LIGHTS SANTA,"SET OF 2 CHRISTMAS DECOUPAGE CANDLE, MODERN FLORAL STATIONERY SET"
2713,"['SET OF 2 CHRISTMAS DECOUPAGE CANDLE', 'MODERN FLORAL STATIONERY SET']",['SET OF 6 T-LIGHTS SNOWMEN'],0.9090909090909091,13.47107438016529,Stationery & Decorative,"SET OF 2 CHRISTMAS DECOUPAGE CANDLE, MODERN FLORAL STATIONERY SET",SET OF 6 T-LIGHTS SNOWMEN
2714,['SET OF 6 T-LIGHTS SNOWMEN'],"['SET OF 2 CHRISTMAS DECOUPAGE CANDLE', 'MODERN FLORAL STATIONERY SET']",0.9090909090909091,13.47107438016529,Stationery & Decorative,SET OF 6 T-LIGHTS SNOWMEN,"SET OF 2 CHRISTMAS DECOUPAGE CANDLE, MODERN FLORAL STATIONERY SET"
2715,['SET OF 6 T-LIGHTS SANTA'],"['LIPSTICK PEN RED', 'RECIPE BOX PANTRY YELLOW DESIGN']",0.9090909090909091,13.47107438016529,Stationery & Decorative,SET OF 6 T-LIGHTS SANTA,"LIPSTICK PEN RED, RECIPE BOX PANTRY YELLOW DESIGN"
2716,['SET OF 6 T-LIGHTS SNOWMEN'],"['PIZZA PLATE IN BOX', 'WOODEN BOX OF DOMINOES']",0.9090909090909091,13.47107438016529,Stationery & Decorative,SET OF 6 T-LIGHTS SNOWMEN,"PIZZA PLATE IN BOX, WOODEN BOX OF DOMINOES"
2717,['SET OF 6 T-LIGHTS SANTA'],"['SET OF 60 I LOVE LONDON CAKE CASES', 'SWEETHEART CERAMIC TRINKET BOX']",0.9090909090909091,13.47107438016529,Stationery & Decorative,SET OF 6 T-LIGHTS SANTA,"SET OF 60 I LOVE LONDON CAKE CASES, SWEETHEART CERAMIC TRINKET BOX"
2718,['SET OF 6 T-LIGHTS SNOWMEN'],"['SET OF 3 WOODEN HEART DECORATIONS', 'GREEN REGENCY TEACUP AND SAUCER']",0.9090909090909091,13.47107438016529,Stationery & Decorative,SET OF 6 T-LIGHTS SNOWMEN,"SET OF 3 WOODEN HEART DECORATIONS, GREEN REGENCY TEACUP AND SAUCER"
2719,"['PIZZA PLATE IN BOX', 'ROTATING LEAVES T-LIGHT HOLDER']",['SET OF 6 T-LIGHTS SANTA'],0.9090909090909091,13.47107438016529,Stationery & Decorative,"PIZZA PLATE IN BOX, ROTATING LEAVES T-LIGHT HOLDER",SET OF 6 T-LIGHTS SANTA
2720,"['VICTORIAN GLASS HANGING T-LIGHT', 'WOODEN BOX OF DOMINOES']",['SET OF 6 T-LIGHTS SANTA'],0.9090909090909091,13.47107438016529,Stationery & Decorative,"VICTORIAN GLASS HANGING T-LIGHT, WOODEN BOX OF DOMINOES",SET OF 6 T-LIGHTS SANTA
2721,['SET OF 6 T-LIGHTS SNOWMEN'],"['VICTORIAN GLASS HANGING T-LIGHT', 'SET OF 60 I LOVE LONDON CAKE CASES']",0.9090909090909091,13.47107438016529,Stationery & Decorative,SET OF 6 T-LIGHTS SNOWMEN,"VICTORIAN GLASS HANGING T-LIGHT, SET OF 60 I LOVE LONDON CAKE CASES"
